keyword,match_type,ad_group,keyword_state,serving_state,historical_urls,normalized_urls,url_statuses,url_conflict,intent_class,macroarea,familia,intent_theme,classification_method,classification_confidence,impressions_max,clicks_max,conversions_max,source_rows
set para asado,Concordancia amplia,Asado y BBq - para,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,keyword→objeto,HIGH,0,0,0.0,1
set para asados,Concordancia amplia,Asado y BBq - para,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
set para parrilla,Concordancia amplia,Asado y BBq - para,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
tablas para carne,Concordancia amplia,Asado y BBq - para,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
utensilios para asador,Concordancia amplia,Asado y BBq - para,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
set de asado,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,keyword→objeto,HIGH,0,0,0.0,1
set de asado por mayor,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,keyword→objeto,HIGH,0,0,0.0,1
set de parrilla,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
set de parrillero,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
set parrilla,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
set parrillero,Concordancia amplia,Asado y BBq - set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Herramientas y Outdoor,Herramientas,,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Abrebotellas Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""agenda bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agenda ecologica""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Agenda premium""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Agenda sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas ecologicas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas ecologicas al por mayor""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas ecologicas personalizadas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas recicladas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Alarma sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Altavoz inalámbrico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Altavoz portátil""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Altavoz USB Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Artículos corporativos de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Artículos promocionales de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Artículos promocionales de bambú personalizados con logotipo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos promocionales ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/bamboo/,https://regalospremium.cl/bamboo/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Artículos promocionales respetuosos con el medio ambiente""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos publicitarios ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/publicitarios-bamboo/,https://regalospremium.cl/publicitarios-bamboo/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""bamboo agenda""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""bamboo publictario""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bloc de notas Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bloc de notas ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bocina ecológica USB""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bocina inalámbrica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bocina por inducción""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Bocina sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""bolígrafo bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo Bamboo Enviro""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo Bamboo Metal""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo Bamboo Sustenta""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo biodegradable""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo con punta metálica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo de lujo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo de lujo Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""boligrafo ecologico""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo ecológico Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo ecológico de Bamboo WIND""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo Ejecutivo Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo premium de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo premium sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo reciclable""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo Roller de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bolígrafo roller ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Bowl ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Cable multiuso""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Cables y Adaptadores,,keyword→objeto,HIGH,0,0,0.0,1
"""Caja de vino ecológica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""Caja para bolígrafos""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Calculadora con panel solar""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Calculadora ecológica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Calculadora Solar Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Calculadora Solar de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Calculadora sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Cargador 4 en 1 Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Cargadores,,keyword→objeto,HIGH,0,0,0.0,1
"""carpetas ecologicas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Carpetas y Portafolios,,keyword→objeto,HIGH,0,0,0.0,1
"""Catálogo de regalos publicitarios de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Clip de notas""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Comprar regalos de bambú personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Conjunto de escritura ecológica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Connect Multicargador Retráctil 4 en 1 de ABS/Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Cargadores,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno Deluxe Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecologicos por mayor""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Deluxe Bolígrafo Bamboo/Metal""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Deluxe Cuaderno de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Deluxe Roller Pen Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Despertador de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Detalles promocionales de bambú personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Dónde comprar regalos publicitarios de bambú personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""eco regalos personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Empresa de regalos publicitarios sostenibles""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Espejo de bolsillo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Espejo ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Espejo portátil""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Espejo Redondo Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Espejo redondo de Bamboo y Eco-Cuero""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Estuche ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Estuche Porta-Lápiz Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Estuche Porta-Lápiz de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Estuche tarjetas sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Expositor de tarjetas""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Flash Drive de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Hub carga ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Cables y Adaptadores,,keyword→objeto,HIGH,0,0,0.0,1
"""Jarra de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Keyboard sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Kit de bolígrafos Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Kit de escritura Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,2
"""Kit herramientas vino""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""Kit sommelier""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""lapices ecologicos por mayor""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapices publicitarios ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapices sustentables""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lapiz Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz bamboo ipad""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz bamboo para ipad""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lápiz Bamboo Tungsteno""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lápiz de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lápiz de Bamboo con punta Tungsteno.""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz de bambu""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lápiz ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz ecologico""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz para tablet bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Lápiz sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz tablet bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""lapiz tactil bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/lapices-ecologicos/,https://regalospremium.cl/lapices-ecologicos/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
